t,ID,TICKET,ROLLER_1,ROLLER_2,ROLLER_3,ROLLER_4,ROLLER_5,ROLLER_6,ROLLER_7,ROLLER_8,ROLLER_9,ROLLER_10,PRIORITY_1,PRIORITY_2,PRIORITY_3,PRIORITY_4,PRIORITY_5,PRIORITY_6,PRIORITY_7,PRIORITY_8,PRIORITY_9,PRIORITY_10
2000,293,1,3,2,5,1,5,4,1,3,2,0,0,1,1,1,0,0,0,1,0,1
2000,294,1,5,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,1,0
2010,295,1,3,4,4,3,3,5,3,0,0,0,1,1,0,0,0,1,0,1,1,1
2010,296,0,3,4,2,2,3,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0
2020,297,1,2,3,4,1,1,5,1,0,0,0,1,1,0,0,0,0,1,1,0,1
2020,298,1,3,3,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1
2030,299,0,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
2030,300,0,2,4,1,2,5,4,4,3,3,0,1,0,0,0,0,1,0,1,1,1
2040,301,1,5,3,3,4,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
2040,302,0,4,5,2,3,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1
2050,303,1,1,1,3,4,2,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2050,304,0,3,5,2,3,3,5,5,4,5,1,1,0,0,1,0,1,1,0,0,1
2060,305,1,5,5,4,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,1
2060,306,1,1,5,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1
2070,307,0,3,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2070,308,0,5,5,5,1,2,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0
2080,309,0,2,3,3,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1
2080,310,1,1,5,4,4,3,1,5,4,2,2,1,0,0,1,1,1,1,0,1,0
2090,311,1,4,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
2090,312,0,3,1,1,5,1,3,4,5,0,0,0,1,0,1,1,1,0,0,1,1
2100,313,0,4,3,4,3,5,1,5,0,0,0,0,1,0,1,0,1,1,1,1,1
2100,314,0,1,4,3,4,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1
2110,315,1,1,5,4,3,3,3,0,0,0,0,1,0,0,1,0,1,1,0,0,1
2110,316,0,5,1,1,5,2,4,4,1,4,0,1,0,1,0,1,1,1,0,0,0
2120,317,0,3,2,2,5,3,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1
2120,318,1,5,1,1,3,2,4,1,2,4,0,1,1,1,0,0,1,1,1,0,1
2130,319,1,4,3,1,3,5,4,4,4,0,0,1,0,1,1,0,0,0,1,0,1
2130,320,0,3,1,5,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1
2140,321,0,4,3,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0
2140,322,0,4,4,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1
2150,323,0,4,5,2,2,3,5,4,5,0,0,0,1,1,0,0,1,1,1,0,0
2150,324,1,5,1,2,1,4,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2160,325,1,2,5,4,3,4,2,0,0,0,0,0,1,1,1,1,1,1,1,0,0
2160,326,0,3,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1
2170,327,0,3,2,5,4,5,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1
2170,328,0,2,2,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0
2180,329,1,1,1,3,5,5,3,1,0,0,0,0,0,0,0,1,1,0,1,0,0
2180,330,0,5,2,3,1,3,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1
2190,331,1,3,4,4,4,2,1,3,5,5,4,0,0,1,0,0,1,0,1,1,0
2190,332,1,4,4,1,3,1,1,4,1,3,0,0,1,0,1,0,1,1,0,1,1
2200,333,0,4,2,1,4,2,2,3,3,0,0,0,0,0,0,1,0,0,0,0,1
2200,334,1,5,1,4,2,1,5,0,0,0,0,1,0,1,0,0,1,0,1,0,0
2210,335,0,3,5,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1
2210,336,0,4,4,2,5,3,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0
2220,337,0,4,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1
2220,338,1,2,5,5,1,5,1,5,0,0,0,0,1,0,0,1,0,0,1,0,1
2230,339,1,5,4,4,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1
2230,340,1,1,3,5,5,5,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1
2240,341,0,5,4,4,3,5,2,2,4,2,5,0,0,1,1,0,1,1,0,0,0
2240,342,0,5,2,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
2250,343,1,5,4,2,4,2,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1
2250,344,1,4,5,2,5,4,5,1,1,0,0,0,1,0,0,1,0,1,1,1,1
2260,345,1,3,2,2,1,5,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
2260,346,1,1,4,2,2,4,1,2,5,1,4,0,1,1,0,1,0,1,0,0,1
2270,347,0,1,3,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,1
2270,348,0,4,1,5,3,2,5,3,3,0,0,0,0,0,0,1,0,0,0,0,0
2280,349,1,4,5,2,5,5,5,5,3,1,0,0,0,0,0,1,0,0,1,1,1
2280,350,0,2,2,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1
2290,351,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0
2290,352,1,3,2,3,1,2,4,5,5,4,1,0,0,1,1,0,0,0,0,0,1
2300,353,1,2,3,2,1,3,3,4,5,4,3,1,0,1,0,0,0,1,1,0,0
2300,354,1,3,4,4,1,2,2,1,5,2,4,0,0,1,0,1,0,1,1,1,0
2310,355,1,4,1,3,3,2,1,1,4,0,0,0,0,1,1,1,0,1,0,1,1
2310,356,1,2,4,4,1,2,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1
2320,357,1,5,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
2320,358,0,5,2,2,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1
2330,359,1,4,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1
2330,360,0,1,4,1,4,2,3,1,4,0,0,0,1,0,0,0,0,1,0,1,0
2340,361,0,3,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0
2340,362,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
2350,363,1,1,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0
2350,364,0,4,1,3,1,5,4,5,0,0,0,1,1,0,0,0,1,1,1,1,0
2360,365,0,1,1,2,2,3,1,3,1,1,0,0,1,1,1,0,0,1,1,1,1
2360,366,0,4,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,0
2370,367,1,1,5,1,3,5,5,1,0,0,0,0,0,1,0,1,0,1,0,0,0
2370,368,1,1,3,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,1
2380,369,1,3,5,5,3,3,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1
2380,370,1,2,5,4,1,4,3,2,3,0,0,1,1,0,1,0,0,0,1,1,1
2390,371,0,2,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1
2390,372,1,4,4,5,5,2,5,5,1,3,0,0,1,1,1,0,1,0,0,0,1
2400,373,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1
2400,374,1,5,1,1,2,2,5,5,3,4,0,0,1,1,1,0,1,1,0,1,1
2410,375,0,1,2,4,5,3,4,0,0,0,0,0,1,0,0,1,0,0,1,1,1
2410,376,0,1,3,1,5,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1
2420,377,0,1,5,4,5,5,3,1,1,0,0,1,0,0,1,0,1,0,1,0,0
2420,378,0,3,1,2,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0
2430,379,0,4,4,3,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0
2430,380,1,2,4,4,5,1,5,4,0,0,0,1,0,1,1,1,0,1,0,1,0
2440,381,1,3,5,2,3,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0
2440,382,0,4,2,3,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
2450,383,1,2,4,1,5,3,2,2,0,0,0,1,1,1,1,1,0,0,1,0,1
2450,384,0,4,4,1,3,1,4,3,0,0,0,1,0,1,0,0,0,1,0,0,1
2460,385,0,2,4,2,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
2460,386,1,5,1,3,5,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
2470,387,1,5,5,4,5,1,2,1,1,4,0,0,1,1,0,0,0,1,1,1,0
2470,388,1,2,4,1,4,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,1
2480,389,0,3,3,4,2,4,2,0,0,0,0,1,0,0,1,0,1,0,1,0,1
2480,390,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
2490,391,1,4,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
2490,392,1,4,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0
2500,393,0,5,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1
2500,394,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0
2510,395,0,2,3,1,2,3,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1
2510,396,1,1,2,5,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0
2520,397,0,5,3,2,5,1,4,4,2,1,0,0,0,1,0,1,1,0,1,1,1
2520,398,0,3,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
2530,399,1,3,4,3,2,5,1,4,3,4,2,0,1,1,0,0,1,1,1,0,1
2530,400,1,3,3,1,3,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
2540,401,1,4,1,4,2,1,4,2,3,0,0,0,0,0,0,0,0,0,1,0,1
2540,402,1,1,2,2,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1
2540,403,0,2,4,4,4,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0
2550,404,0,3,5,4,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1
2550,405,1,3,5,2,2,1,2,3,0,0,0,0,0,1,1,0,0,0,1,1,1
2550,406,0,3,2,2,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0
2560,407,1,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
2560,408,1,2,4,4,4,4,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0
2560,409,1,2,5,1,4,3,4,5,3,0,0,0,0,1,0,1,1,0,0,1,0
2570,410,1,4,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1
2570,411,1,2,2,1,1,1,3,5,2,0,0,0,1,0,0,0,0,1,1,1,0
2570,412,0,3,3,2,2,5,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0
2580,413,1,2,2,3,1,1,4,0,0,0,0,0,0,0,1,1,0,1,0,1,0
2580,414,1,4,4,1,3,1,5,0,0,0,0,0,0,1,0,0,1,0,1,1,0
2580,415,1,5,4,3,1,4,5,3,2,5,3,0,1,0,0,1,1,0,1,1,1
2590,416,1,4,3,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0
2590,417,1,5,1,1,1,4,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0
2590,418,1,5,1,2,2,3,1,5,5,0,0,0,1,0,0,0,1,0,0,1,0
2600,419,0,2,4,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1
2600,420,1,4,2,2,3,3,3,2,4,2,1,0,1,1,1,1,1,1,1,0,1
2600,421,1,1,5,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2610,422,1,2,5,3,3,2,4,0,0,0,0,1,1,1,0,1,0,0,1,0,1
2610,423,0,5,3,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0
2610,424,0,2,3,4,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0
2620,425,1,5,3,2,5,1,3,2,4,2,0,1,0,0,1,1,0,1,1,1,1
2620,426,0,5,4,4,5,1,4,3,2,2,0,0,1,1,1,1,0,0,0,0,0
2620,427,0,4,4,3,2,1,4,1,2,0,0,1,1,0,1,1,0,0,1,0,1
2630,428,0,4,5,4,4,5,4,2,5,2,0,0,1,0,1,1,0,1,0,1,1
2630,429,1,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0
2630,430,1,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2640,431,1,3,2,2,5,5,3,0,0,0,0,1,1,1,1,1,1,0,1,1,1
2640,432,1,1,1,5,4,4,1,2,3,0,0,0,1,1,1,0,1,0,0,0,1
2640,433,0,5,3,1,1,2,3,2,0,0,0,0,1,0,0,0,1,0,1,0,0
2650,434,0,2,1,5,2,4,5,1,2,2,0,1,0,1,0,0,0,1,0,0,0
2650,435,0,3,2,3,2,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1
2650,436,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
2660,437,1,5,4,4,5,3,3,0,0,0,0,0,0,1,1,0,0,0,0,1,0
2660,438,1,1,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1
2660,439,0,1,4,4,3,1,2,3,0,0,0,0,0,1,0,1,1,0,0,0,1
2670,440,1,4,4,1,5,1,2,0,0,0,0,0,0,1,0,1,0,0,0,1,1
2670,441,1,3,1,3,1,4,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1
2670,442,1,1,1,2,4,1,4,5,0,0,0,0,1,0,1,0,1,0,1,1,1
2680,443,0,3,3,5,4,2,4,2,3,0,0,1,1,1,1,0,0,1,1,1,0
2680,444,0,3,3,5,3,3,5,5,5,3,0,1,1,1,1,1,0,1,0,1,1
2680,445,1,5,3,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1
2690,446,1,4,2,3,3,4,3,0,0,0,0,0,1,1,1,1,0,1,1,1,0
2690,447,0,4,2,4,1,5,4,5,2,2,5,0,0,0,1,0,0,0,0,0,0
2690,448,0,5,5,1,5,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0
2700,449,1,4,1,1,5,3,4,2,0,0,0,0,0,1,0,1,1,0,1,0,0
2700,450,0,4,5,4,2,1,4,0,0,0,0,0,1,1,1,1,1,1,0,1,0
2700,451,1,4,5,5,3,3,4,5,4,4,0,0,0,1,0,0,0,0,1,1,1
2710,452,0,5,1,4,4,4,5,0,0,0,0,0,1,0,0,1,0,1,1,0,0
2710,453,1,2,5,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0
2710,454,1,5,4,1,2,3,2,2,1,4,0,0,1,1,0,0,1,1,1,1,1
2720,455,1,1,1,5,5,1,4,5,4,5,1,0,0,1,1,1,0,1,1,0,0
2720,456,1,4,1,3,2,5,1,3,4,3,2,0,0,1,1,1,1,0,0,0,1
2720,457,0,1,2,4,1,3,2,4,3,3,3,1,0,1,1,0,0,1,0,0,0
2730,458,1,5,5,1,4,3,1,5,5,0,0,0,1,0,0,0,0,1,1,1,0
2730,459,0,4,2,2,4,1,3,1,1,4,0,0,0,1,1,1,1,0,0,0,1
2730,460,0,4,4,2,3,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0
2740,461,1,4,2,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,1
2740,462,1,5,5,5,4,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1
2740,463,1,1,1,5,2,2,3,5,2,2,0,1,0,1,0,1,0,1,0,0,0
2750,464,1,4,2,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1
2750,465,0,3,1,5,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1
2750,466,1,5,3,5,2,1,5,5,1,0,0,1,0,1,1,1,1,0,0,0,1
2760,467,1,5,4,5,2,3,5,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2760,468,1,4,3,5,1,2,2,0,0,0,0,0,1,1,1,1,1,0,0,1,1
2760,469,0,4,1,5,2,3,3,5,1,3,0,0,0,0,1,1,1,0,1,1,0
2770,470,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1
2770,471,0,5,2,3,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1
2770,472,1,1,5,5,3,1,3,3,3,3,0,1,1,1,0,0,0,1,1,1,0
2780,473,0,3,2,2,3,4,2,1,1,0,0,0,1,1,0,0,1,1,1,1,0
2780,474,1,3,3,5,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2780,475,0,5,1,3,5,5,5,0,0,0,0,1,1,1,1,0,0,0,0,0,1
2790,476,0,5,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,1
2790,477,0,1,5,3,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,1
2790,478,1,5,5,2,1,2,0,0,0,0,0,1,0,0,1,1,1,0,0,1,1
2800,479,1,5,3,4,3,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1
2800,480,0,5,5,1,1,5,3,3,3,5,5,0,0,1,1,1,0,0,0,1,1
2800,481,1,5,2,1,5,1,1,3,3,0,0,1,1,1,1,0,1,1,0,0,1
2810,482,1,5,5,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0
2810,483,0,5,2,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1
2810,484,0,4,3,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0
2820,485,0,4,1,3,1,1,1,4,5,1,2,1,1,0,1,1,0,1,1,1,0
2820,486,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1
2820,487,1,5,2,5,1,2,3,4,1,1,3,1,0,0,1,0,0,0,0,1,1
2830,488,1,4,3,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1
2830,489,0,4,4,2,3,1,4,0,0,0,0,1,1,1,1,0,1,1,0,1,1
2830,490,1,5,3,4,2,4,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1
2840,491,1,4,1,3,1,5,2,5,3,5,0,1,1,0,0,0,1,1,0,0,1
2840,492,0,1,4,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0
2840,493,0,4,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0
2850,494,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2850,495,1,5,5,3,4,3,1,5,5,5,0,1,1,0,0,1,0,0,0,0,0
2850,496,0,2,3,3,2,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0
2860,497,1,3,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1
2860,498,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
2860,499,1,4,3,5,4,4,4,1,3,5,0,1,0,0,0,0,0,0,1,0,0
2870,500,1,2,1,2,3,5,3,5,3,0,0,1,1,1,1,1,0,0,1,0,1
2870,501,0,2,3,2,5,4,3,3,5,3,0,0,0,1,1,0,1,0,1,1,0
2870,502,0,5,5,1,4,3,4,5,0,0,0,1,0,1,0,0,1,1,1,0,1
2880,503,0,4,1,4,3,1,3,5,2,0,0,0,0,0,1,0,1,0,0,0,1
2880,504,0,5,4,2,2,1,2,2,1,3,0,0,1,1,0,1,0,1,1,1,1
2880,505,1,2,3,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
2890,506,1,4,4,2,5,5,3,0,0,0,0,1,0,1,0,0,0,1,1,0,0
2890,507,0,1,5,1,4,5,1,4,5,0,0,1,0,0,0,0,0,1,0,1,1
2890,508,1,3,2,2,3,4,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
2900,509,1,4,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1
2900,510,0,4,1,5,5,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,1
2900,511,0,4,4,5,2,3,4,1,0,0,0,1,1,1,1,1,1,0,0,1,0
2910,512,0,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1
2910,513,1,3,2,3,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1
2910,514,0,1,3,3,4,5,2,0,0,0,0,0,0,1,1,1,0,0,1,0,0
2920,515,0,2,1,4,5,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0
2920,516,0,5,1,1,1,5,4,5,5,1,3,0,1,0,0,0,0,1,1,0,0
2920,517,0,3,4,2,5,2,5,0,0,0,0,0,0,1,1,1,1,1,0,1,0
2930,518,0,1,2,1,1,5,1,2,5,0,0,0,0,0,0,1,0,1,0,1,0
2930,519,0,3,2,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1
2930,520,1,3,1,1,5,1,3,5,1,5,3,0,1,1,1,0,1,1,1,0,0
2940,521,1,1,2,4,4,1,2,0,0,0,0,1,0,1,1,1,0,0,0,1,0
2940,522,0,4,5,3,1,4,2,1,4,1,1,1,0,0,0,1,0,0,0,0,1
2940,523,1,5,4,5,3,2,2,2,4,2,0,0,0,0,1,0,0,0,1,0,0
2950,524,0,5,2,2,5,2,4,1,0,0,0,0,0,1,0,1,1,1,1,0,0
2950,525,0,4,3,2,3,1,1,3,3,4,0,0,0,0,1,1,0,0,0,1,1
2950,526,1,5,5,3,3,2,2,4,5,4,0,1,0,1,1,1,0,0,1,0,0
2960,527,1,3,1,1,4,5,3,3,3,1,0,0,1,1,0,1,0,1,1,1,0
2960,528,1,2,3,4,2,3,4,4,1,5,4,0,0,0,1,1,1,1,0,1,1
2960,529,0,2,4,5,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1
2970,530,1,1,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2970,531,1,4,1,2,1,5,4,3,1,3,0,1,0,0,0,0,0,1,1,1,0
2970,532,0,3,2,4,5,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0
2980,533,1,5,5,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1
2980,534,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
2980,535,1,3,2,3,1,4,3,2,2,4,0,0,1,0,0,0,1,0,1,0,1
2990,536,1,1,1,3,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1
2990,537,0,2,2,1,3,2,2,5,0,0,0,0,0,1,0,1,0,0,0,1,1
2990,538,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0
3000,539,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1
3000,540,0,1,3,3,2,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0
3000,541,1,1,2,2,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1
3010,542,1,1,2,5,2,2,4,1,1,4,0,1,0,1,0,1,0,1,0,1,1
3010,543,0,4,5,5,5,2,4,1,4,1,0,0,1,0,0,1,0,1,0,0,1
3010,544,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0
3020,545,0,3,2,4,5,3,4,2,0,0,0,1,0,1,0,0,1,1,0,1,1
3020,546,0,5,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1
3020,547,1,5,4,1,1,4,3,5,0,0,0,0,1,0,1,0,1,1,1,0,0
3030,548,0,4,4,1,4,3,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0
3030,549,1,3,1,5,4,3,4,3,0,0,0,1,1,0,0,1,1,0,1,0,1
3030,550,0,5,2,1,4,5,5,0,0,0,0,0,1,1,1,1,0,0,1,1,0
3040,551,0,3,5,2,4,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
3040,552,0,2,3,5,1,1,1,2,0,0,0,1,0,0,1,1,1,0,1,0,0
3040,553,1,1,2,1,2,5,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
3050,554,0,3,3,2,4,2,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
3050,555,1,4,1,4,2,4,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
3050,556,0,1,4,5,5,4,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1
3060,557,1,1,5,5,5,3,1,5,2,0,0,1,1,1,1,1,1,0,0,0,0
3060,558,1,5,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0
3060,559,1,3,4,4,4,5,2,2,4,4,2,1,1,1,0,0,1,0,1,0,1
3070,560,1,1,2,4,1,3,3,4,1,1,4,1,0,1,0,0,1,0,0,1,0
3070,561,0,4,1,2,1,5,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1
3070,562,1,5,1,5,1,1,5,5,3,0,0,1,1,1,0,0,1,1,1,1,1
3080,563,0,5,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1
3080,564,1,3,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,0
3080,565,0,4,1,3,1,5,3,3,3,4,3,0,1,1,0,0,0,0,0,1,0
3090,566,1,4,3,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1
3090,567,0,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0
3090,568,0,5,2,2,3,4,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
3100,569,1,2,4,5,3,4,1,1,0,0,0,1,1,1,0,0,1,1,1,0,1
3100,570,0,3,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1
3100,571,0,2,5,2,5,3,1,2,0,0,0,1,1,1,1,0,1,0,1,1,1
3110,572,1,1,3,4,1,3,2,3,3,0,0,0,0,0,0,1,0,0,1,0,1
3110,573,1,5,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0
3110,574,1,2,3,5,5,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0
3120,575,0,3,5,2,5,5,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0
3120,576,1,2,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0
3120,577,1,3,5,4,4,5,1,3,5,0,0,1,0,0,1,0,1,1,1,1,1
3130,578,0,2,5,2,3,5,1,5,1,4,4,0,0,0,1,1,1,0,1,0,0
3130,579,0,1,3,3,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1
3130,580,0,5,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0
3140,581,0,1,3,5,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
3140,582,1,2,2,5,4,5,3,4,0,0,0,1,0,1,1,0,1,0,0,0,0
3140,583,0,3,5,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0
3150,584,1,4,5,5,5,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1
3150,585,0,3,4,4,4,2,3,1,4,0,0,0,1,0,0,1,1,1,0,0,1
3150,586,0,5,4,2,4,2,1,4,4,4,4,0,1,1,1,1,0,0,0,0,1
